DVD_Title|Studio|Released|Status|Sound|Versions|Price|Rating|Year|Genre|Aspect|UPC|DVD_ReleaseDate|ID|Timestamp|Updated
Godzilla Against Mechagodzilla (Blu-ray) / Godzilla, Mothra, And King Ghidorah: Giant Monsters All-Out Attack (Blu-ray)|Sony Pictures||Out|SUB|LBX, 16:9, BLU-RAY|19.99|NR|VAR|SciFi|2.35:1|043396446571|2014-09-09 00:00:00|267777|2014-09-09 00:00:00|1
Goldbergs (2013): The Complete 1st Season (DVD & Blu-ray DualDisc)|Sony Pictures||Out|2.0|LBX, 16:9|45.99|NR|2013|TV Classics|1.78:1|043396440845|2014-09-09 00:00:00|266211|2014-09-09 00:00:00|1
Graduation Day (1981/ Vinegar Syndrome/ DVD & Blu-ray Combo)|Vinegar Syndrome||Out|2.0|LBX, 16:9, BLU-RAY|24.98|R|1981|Horror|1.85:1|855011004512|2014-09-09 00:00:00|267555|2014-09-09 00:00:00|1
Grave Robber: How Jesus Can Make Your Impossible Possible (DVD-ROM)|Baker Publishing Group||Out|2.0|4:3|24.99|NR|2014|Special Interest|1.33:1|9780801015953|2014-09-09 00:00:00|260497|2014-09-09 00:00:00|1
Great American West Of John Ford (On Demand DVD-R)|Synergy Entertainment|2014-09-30 00:00:00|Pending|2.0|4:3|14.98|NR|1971|Documentary|1.33:1|874757040493|2014-09-30 00:00:00|269683|2014-09-09 00:00:00|0
Gunsmoke: The 11th Season, Vol. 1|Paramount|2014-12-02 00:00:00|Pending|2.0|4:3|49.99|NR|1965|TV Classics|1.33:1|032429206398|2014-12-02 00:00:00|269647|2014-09-09 00:00:00|0
Gunsmoke: The 11th Season, Vol. 2|Paramount|2014-12-02 00:00:00|Pending|2.0|4:3|49.99|NR|1966|TV Classics|1.33:1|032429206411|2014-12-02 00:00:00|269706|2014-09-09 00:00:00|0
Halloween Double Feature (Blu-ray): All Hallows' Eve / Mischief Night (2013)|Image||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|19.98|NR|VAR|Horror|2.35:1|014381001662|2014-09-09 00:00:00|267143|2014-09-09 00:00:00|1
Halloween Fun Pack: Scary Godmother: Halloween Spooktakular / Wubbzy Goes Boo! / Scary Godmother: The Revenge Of Jimmy / ...|Anchor Bay||Out|2.0|VAR|14.98|NR|VAR|Animation|VAR|013132624082|2014-09-09 00:00:00|266841|2014-09-09 00:00:00|1
Hangmen Also Die (Cohen Media Group)|Cohen Media Group||Out|2.0|4:3|29.98|NR|1943|Mystery/Suspense|1.37:1|741952739890|2014-09-09 00:00:00|267389|2014-09-09 00:00:00|1
Hangmen Also Die (Cohen Media Group/ Blu-ray)|Cohen Media Group||Out|2.0|4:3, BLU-RAY|39.98|NR|1943|Mystery/Suspense|1.37:1|741952739999|2014-09-09 00:00:00|267440|2014-09-09 00:00:00|1
Happy Christmas|Paramount|2014-11-11 00:00:00|Pending|2.0|LBX, 16:9|21.99|R|2014|Comedy|1.85:1|032429201515|2014-11-11 00:00:00|269671|2014-09-09 00:00:00|0
Happy Days (1974): The Complete 1st - 6th Seasons|Paramount|2014-12-02 00:00:00|Pending|2.0|4:3|145.99|NR|VAR|TV Classics|1.33:1|032429206374|2014-12-02 00:00:00|269656|2014-09-09 00:00:00|0
Happy Days (1974): The Complete 6th Season|Paramount|2014-12-02 00:00:00|Pending|2.0|4:3|42.99|NR|1978|TV Classics|1.33:1|032429155955|2014-12-02 00:00:00|269672|2014-09-09 00:00:00|0
Haunted House 2 (DVD & Blu-ray Combo/ Rental Ready)|Universal||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|34.98|R|2014|Horror|1.85:1|025192211959|2014-09-09 00:00:00|265370|2014-09-09 00:00:00|1
Haunted House 2 (Rental Ready)|Universal||Out|5.1|LBX, 16:9|29.98|R|2014|Horror|1.85:1|025192211942|2014-09-09 00:00:00|265353|2014-09-09 00:00:00|1
Headspace (2005/ FreeStyle Digital Media)|FreeStyle Digital Media||Out|5.1|LBX, 16:9|6.99|R|2005|Horror|1.78:1|850153003164|2014-09-09 00:00:00|267059|2014-09-09 00:00:00|1
Here Comes Honey Boo Boo: A Very Boo Halloween|TLC||Out|2.0|LBX, 16:9|29.93|NR|2013|TV Classics|1.78:1|883476144047|2014-09-09 00:00:00|266495|2014-09-09 00:00:00|1
History Channel Presents: Ancient Aliens: The Complete Seasons 1-6|A&E Video|2014-11-11 00:00:00|Pending|2.0|4:3|99.98|NR|VAR|Documentary|1.33:1|031398207634|2014-11-11 00:00:00|269652|2014-09-09 00:00:00|0
History Channel Presetns: The World Wars|A&E Video||Out|2.0|LBX, 16:9|26.98|NR|2014|Documentary|1.78:1|031398196693|2014-09-09 00:00:00|266200|2014-09-09 00:00:00|1
History Channel Presetns: The World Wars (Blu-ray)|A&E Video||Out|2.0|LBX, 16:9, BLU-RAY|29.99|NR|2014|Documentary|1.78:1|031398196716|2014-09-09 00:00:00|265967|2014-09-09 00:00:00|1
History Of The RAF|Military Heritage Institute||Out|2.0|4:3|19.98|NR|UNK|Documentary|1.33:1|723721782061|2014-09-09 00:00:00|267470|2014-09-09 00:00:00|1
Holiday Hijinks: All Is Bright / Coopers' Christmas / All She Wants For Christmas / Nothing Like The Holidays|Anchor Bay|2014-11-04 00:00:00|Pending|5.1|LBX, 16:9|19.98|VAR|VAR|Comedy|VAR|013132625089|2014-11-04 00:00:00|269650|2014-09-09 00:00:00|0
Homeland (2011): The Complete 3rd Season|Fox||Out|5.1|LBX, 16:9|39.98|NR|2013|TV Classics|1.78:1|024543899297|2014-09-09 00:00:00|267182|2014-09-09 00:00:00|1
Homeland (2011): The Complete 3rd Season (Blu-ray)|Fox||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|49.99|NR|2013|TV Classics|1.78:1|024543899310|2014-09-09 00:00:00|267180|2014-09-09 00:00:00|1
Hornet's Nest|Anderson Digital||Out|2.0|LBX, 16:9|20.99|R|2014|Documentary|1.85:1|037117034772|2014-09-09 00:00:00|266726|2014-09-09 00:00:00|1
Hornet's Nest (Blu-ray)|Anderson Digital||Out|2.0|LBX, 16:9, BLU-RAY|24.99|R|2014|Documentary|1.85:1|037117034765|2014-09-09 00:00:00|266719|2014-09-09 00:00:00|1
Horror Mansion: The Blind|Tokyo Shock||Out|SUB|LBX, 16:9|19.98|NR|2011|Foreign|1.85:1|631595140682|2014-09-09 00:00:00|267486|2014-09-09 00:00:00|1
Horror Triple Feature, Vol. 2: A Haunting At Silver Falls / Back From Hell / Creep Van|Inception Media Group||Out|2.0|LBX, 16:9|12.98|NR|VAR|Horror|1.85:1|815300012215|2014-09-09 00:00:00|266430|2014-09-09 00:00:00|1
House (1986/ Image)/ House II: The Second Story|Image||Out|2.0|LBX, 16:9|14.98|VAR|VAR|Horror|1.85:1|014381001396|2014-09-09 00:00:00|267018|2014-09-09 00:00:00|1
How To Train Your Dragon 2|Fox|2014-11-11 00:00:00|Pending|5.1|LBX, 16:9|29.98|PG|2014|Animation|2.35:1|024543914839|2014-11-11 00:00:00|269702|2014-09-09 00:00:00|0
How To Train Your Dragon 2 (Blu-ray 3D/ DVD & Blu-ray Combo w/ Digital Copy)|Fox|2014-11-11 00:00:00|Pending|5.1 DTS-HD|LBX, 16:9, BLU-RAY|48.99|PG|2014|Animation|2.35:1|024543915362|2014-11-11 00:00:00|269666|2014-09-09 00:00:00|0
How To Train Your Dragon 2 (DVD & Blu-ray Combo w/ Digital Copy)|Fox|2014-11-11 00:00:00|Pending|5.1 DTS-HD|LBX, 16:9, BLU-RAY|38.99|PG|2014|Animation|2.35:1|024543915157|2014-11-11 00:00:00|269697|2014-09-09 00:00:00|0
Hunted (2013)|E1 Entertainment||Out|2.0|LBX, 16:9|19.98|PG-13|2013|Horror|1.85:1|741952776796|2014-09-09 00:00:00|267347|2014-09-09 00:00:00|1
Ian Hunter: Strings Attached (M.I.G. Music)|M.I.G. Music||Out|2.0|4:3|22.95|NR|UNK|Music|1.33:1|885513500274|2014-09-09 00:00:00|267550|2014-09-09 00:00:00|1
In The Gap: DVD For Small Group (DVD-ROM)|Influence Resources||Out|2.0|4:3|24.99|NR|2014|Special Interest|1.33:1|9781629120997|2014-09-09 00:00:00|265142|2014-09-09 00:00:00|1
Interactive Haematology Imagebank (DVD-ROM)|Blackwell||Out|2.0|4:3|371.5|NR|2013|Special Interest|1.33:1|9780470670491|2014-09-09 00:00:00|231820|2014-09-09 00:00:00|1
Iron Sheik: Maim Event Wrestling|BayView Films|2014-12-02 00:00:00|Pending|2.0|4:3|14.99|NR|UNK|Special Interest|1.33:1|802993216808|2014-12-02 00:00:00|269696|2014-09-09 00:00:00|0
Jay Ungar: The Original Transatlantic Sessions|Whirlie Records||Out|2.0|4:3|37.99|NR|UNK|Music|1.33:1|5023850000001|2014-09-09 00:00:00|268029|2014-09-09 00:00:00|1
Jeepers Creepers (Blu-ray) / Jeepers Creepers 2 (Blu-ray)|MGM/UA||Out|5.1 DTS-HD|LBX, 16:9|19.99|R|VAR|Horror|VAR|883904299684|2014-09-09 00:00:00|267774|2014-09-09 00:00:00|1
Jennifer's Body (R-Rated Version & Unrated Version/ Blu-ray)|Fox||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|11.99|R/UR|2009|Horror|1.85:1|024543985112|2014-09-09 00:00:00|267688|2014-09-09 00:00:00|1
Jet Bombers (3-Disc)|Military Heritage Institute||Out|2.0|4:3|19.98|NR|UNK|Documentary|1.33:1|723721781668|2014-09-09 00:00:00|267453|2014-09-09 00:00:00|1
Juggernaut (1974/ Kino Lorber Studio Classics)|Kino Lorber Studio Classics||Out|2.0|LBX, 16:9|19.95|PG|1974|Thriller|1.66:1|738329137922|2014-09-09 00:00:00|267480|2014-09-09 00:00:00|1
Juggernaut (1974/ Kino Lorber Studio Classics/ Blu-ray)|Kino Lorber Studio Classics||Out|2.0|LBX, 16:9, BLU-RAY|29.95|PG|1974|Thriller|1.66:1|738329138028|2014-09-09 00:00:00|267402|2014-09-09 00:00:00|1
Killer Mermaid|Epic Pictures||Out|2.0|LBX, 16:9|14.99|NR|2014|Horror|1.85:1|687797948199|2014-09-09 00:00:00|267104|2014-09-09 00:00:00|1
King Of The Hill (1997): The Complete 7th Season|Olive Films|2014-11-04 00:00:00|Pending|2.0|4:3|34.95|NR|2003|Animation|1.33:1|887090085700|2014-11-04 00:00:00|269703|2014-09-09 00:00:00|0
King Of The Hill (1997): The Complete 8th Season|Olive Films|2014-11-04 00:00:00|Pending|2.0|4:3|34.95|NR|2004|Animation|1.33:1|887090085809|2014-11-04 00:00:00|269665|2014-09-09 00:00:00|0
Korengal|Virgil Films and Entertainment||Out|2.0|LBX, 16:9|19.99|NR|2014|Documentary|1.85:1|829567106426|2014-09-09 00:00:00|266219|2014-09-09 00:00:00|1
Korengal (Blu-ray)|Virgil Films and Entertainment||Out|2.0|LBX, 16:9, BLU-RAY|19.99|NR|2014|Documentary|1.85:1|829567106723|2014-09-09 00:00:00|265966|2014-09-09 00:00:00|1
Last Of Summer Wine: Vintage 2002|BBC Home Video|2014-11-11 00:00:00|Pending|2.0|4:3|34.98|NR|2002|TV Classics|1.33:1|883929448074|2014-11-11 00:00:00|269633|2014-09-09 00:00:00|0
Last Outlaw (UNK)|North American Motion Pictures||Out|2.0|LBX, 16:9|14.93|NR|UNK|Suspense/Thriller|1.85:1|883476144788|2014-09-09 00:00:00|266638|2014-09-09 00:00:00|1
Last Passenger|Cohen Media Group||Out|2.0|LBX, 16:9|20.99|R|2013|Action/Adventure|2.35:1|037117034611|2014-09-09 00:00:00|266723|2014-09-09 00:00:00|1
Last Passenger (Blu-ray)|Cohen Media Group||Out|2.0|LBX, 16:9, BLU-RAY|24.99|R|2013|Action/Adventure|2.35:1|037117034604|2014-09-09 00:00:00|266684|2014-09-09 00:00:00|1
LeapFrog Factory Adventures: Counting On Lemonade (w/ Digital Copy)|Lions Gate||Out|2.0|4:3|14.98|NR|UNK|Family|1.33:1|031398202493|2014-09-09 00:00:00|266133|2014-09-09 00:00:00|1
Learn To Crochet Lace: Hairpin, Broomstick & Bruges; With Instructor Ellen Gormley|Annie's Attic||Out|2.0|4:3|24.99|NR|2014|Special Interest|1.33:1|9781573674485|2014-09-15 00:00:00|267536|2014-09-09 00:00:00|1
Legend Of Big Foot (On Demand DVD-R)|Synergy Entertainment|2014-09-30 00:00:00|Pending|2.0|4:3|14.98|NR|1976|Documentary|1.33:1|874757040790|2014-09-30 00:00:00|269660|2014-09-09 00:00:00|0
Legend Of Korra: Book 3: Change|Nickelodeon|2014-12-02 00:00:00|Pending|5.1|LBX, 16:9|19.99|NR|2014|Animation|1.78:1|032429208330|2014-12-02 00:00:00|269681|2014-09-09 00:00:00|0
Legend Of Korra: Book 3: Change (Blu-ray)|Nickelodeon|2014-12-02 00:00:00|Pending|5.1 DTS-HD|LBX, 16:9, BLU-RAY|34.99|NR|2014|Animation|1.78:1|032429208347|2014-12-02 00:00:00|269699|2014-09-09 00:00:00|0
Legend Of The 5ive|Fenix Pictures||Out|2.0|LBX, 16:9|19.98|NR|2012|Horror|1.78:1|609408422614|2014-09-09 00:00:00|267375|2014-09-09 00:00:00|1
Lemony Snicket's A Series Of Unfortunate Events (Warner Brothers/ Blu-ray)|Warner Brothers||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|14.97|PG|2004|Family|1.85:1|883929406920|2014-09-09 00:00:00|265442|2014-09-09 00:00:00|1
Let's Learn: 1,2,3s, ABCs, Colors|Nickelodeon||Out|2.0|4:3|26.99|NR|UNK|Family|1.33:1|032429155665|2014-09-09 00:00:00|265974|2014-09-09 00:00:00|1
Let's Learn: Patterns & Shapes|Nickelodeon||Out|2.0|4:3|14.99|NR|UNK|Family|1.33:1|097368042841|2014-09-09 00:00:00|266246|2014-09-09 00:00:00|1
Lifeforce (Shout! Factory/ Blu-ray)|Shout! Factory||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|22.97|R|1985|Horror|2.35:1|826663155938|2014-09-09 00:00:00|269566|2014-09-09 00:00:00|1
Like A Country Song|CMD Distribution||Out|2.0|LBX, 16:9|19.98|PG-13|2014|Family|1.85:1|700115804486|2014-09-09 00:00:00|267427|2014-09-09 00:00:00|1
Listen To Me, Girls. I Am Your Father!: Complete Collection (Blu-ray)|Sentai FilmWorks||Out|SUB|LBX, 16:9, BLU-RAY|59.98|MA13|2012|Anime|1.85:1|814131019455|2014-09-09 00:00:00|265076|2014-09-09 00:00:00|1
Little House On The Prairie (1974/ Lions Gate): Season 3|Lions Gate||Out|2.0|4:3|21.98|NR|1976|TV Classics|1.33:1|031398202479|2014-09-09 00:00:00|266177|2014-09-09 00:00:00|1
Little House On The Prairie (1974/ Lions Gate): Season 3 (Blu-ray)|Lions Gate||Out|2.0|4:3, BLU-RAY|24.99|NR|1976|TV Classics|1.33:1|031398202486|2014-09-09 00:00:00|266064|2014-09-09 00:00:00|1
Long Way Down (2014)|Magnolia Pictures||Out|2.0|LBX, 16:9|26.98|R|2014|Comedy|1.85:1|876964007078|2014-09-09 00:00:00|266685|2014-09-09 00:00:00|1
Long Way Down (2014/ Blu-ray)|Magnolia Pictures||Out|2.0|LBX, 16:9, BLU-RAY|29.98|R|2014|Comedy|1.85:1|876964007085|2014-09-09 00:00:00|266718|2014-09-09 00:00:00|1
Louder Than Words|ARC Entertainment||Out|2.0|LBX, 16:9|20.99|PG-13|2013|Family|1.85:1|796019828468|2014-09-09 00:00:00|266732|2014-09-09 00:00:00|1
Lowlife|Brink||Out|2.0|LBX, 16:9|19.95|NR|2012|Suspense/Thriller|1.78:1|187830005570|2014-09-09 00:00:00|264474|2014-09-09 00:00:00|1
Luftwaffe|Military Heritage Institute||Out|2.0|4:3|19.98|NR|UNK|Documentary|1.33:1|723721782566|2014-09-09 00:00:00|267416|2014-09-09 00:00:00|1
Maceo Parker: My First Name Is Maceo|Minor Music||Out|5.1|4:3|17.99|NR|1996|Music|1.33:1|033585510992|2014-09-09 00:00:00|267875|2014-09-09 00:00:00|1
Mantervention|Vision Films||Out|2.0|4:3|14.99|NR|2014|Comedy|1.33:1|687797946997|2014-09-09 00:00:00|265788|2014-09-09 00:00:00|1
Maybe Tomorrow|Purposeful Vision Media||Out|2.0|LBX, 16:9|19.98|NR|2012|Drama|1.85:1|817358030197|2014-09-09 00:00:00|259141|2014-09-09 00:00:00|1
Midnight Special|Time Life||Out|2.0|LBX, 16:9|12.95|NR|VAR|Music|1.78:1|610583486094|2014-09-09 00:00:00|266934|2014-09-09 00:00:00|1
Midnight Special (Collector's Edition)|Time Life||Out|2.0|LBX, 16:9|59.95|NR|VAR|Music|1.78:1|610583486193|2014-09-09 00:00:00|266975|2014-09-09 00:00:00|1
Mike Zito And The Wheel: Songs From The Road (DVD/CD Combo)|Ruf Records||Out|2.0|4:3|18.99|NR|UNK|Music|1.33:1|710347120629|2014-09-09 00:00:00|267488|2014-09-09 00:00:00|1
MLB: Baseball's Greatest Games: New York Yankees Postseason Heroics|A&E Video||Out|2.0|LBX, 16:9|19.98|NR|UNK|Sports|1.78:1|031398202462|2014-09-09 00:00:00|266682|2014-09-09 00:00:00|1
MoniKa (2013)|Inception Media Group||Out|2.0|LBX, 16:9|26.98|NR|2012|Action/Adventure|1.85:1|815300012383|2014-09-09 00:00:00|266311|2014-09-09 00:00:00|1
Monkey Boy|Chemical Burn Entertainment||Out|2.0|LBX, 16:9|19.98|NR|1996|Horror|1.85:1|887936838569|2014-09-09 00:00:00|267434|2014-09-09 00:00:00|1
Mood Indigo|Drafthouse Films|2014-11-11 00:00:00|Pending|SUB|LBX, 16:9|24.99|NR|2013|Foreign|1.85:1|025192261992|2014-11-11 00:00:00|269648|2014-09-09 00:00:00|0
Mood Indigo (Blu-ray)|Drafthouse Films|2014-11-11 00:00:00|Pending|SUB|LBX, 16:9, BLU-RAY|29.93|NR|2013|Foreign|1.85:1|025192262159|2014-11-11 00:00:00|269693|2014-09-09 00:00:00|0
Morrissey: Introducing Morrissey|Rhino||Out|2.0|4:3|19.99|NR|UNK|Music|1.33:1|603497902941|2014-09-09 00:00:00|268283|2014-09-09 00:00:00|1
Most Wanted Man (Blu-ray w/ Digital Copy)|Lions Gate|2014-11-04 00:00:00|Pending|2.0|LBX, 16:9, BLU-RAY|29.99|R|2014|Suspense/Thriller|2.35:1|031398204930|2014-11-04 00:00:00|269632|2014-09-09 00:00:00|0
Most Wanted Man (w/ Digital Copy)|Lions Gate|2014-11-04 00:00:00|Pending|5.1|LBX, 16:9|26.98|R|2014|Suspense/Thriller|2.35:1|031398204893|2014-11-04 00:00:00|269662|2014-09-09 00:00:00|0
Ms. Bear|Questar||Out|2.0|4:3|19.99|NR|1997|Family|1.33:1|033937048364|2014-09-02 00:00:00|269682|2014-09-09 00:00:00|0
MurderDrome|Camp Motion Pictures||Out|2.0|LBX, 16:9|19.98|NR|2013|Horror|1.85:1|612385010590|2014-09-09 00:00:00|267352|2014-09-09 00:00:00|1
My Little Pony: Friendship Is Magic: Spooktacular Pony Tales|Shout! Factory||Out|2.0|LBX, 16:9|14.97|NR|UNK|Family|1.78:1|826663151893|2014-09-09 00:00:00|265279|2014-09-09 00:00:00|1
My Man Is A Loser|Lions Gate||Out|5.1|LBX, 16:9|26.98|R|2014|Comedy|1.85:1|031398202028|2014-09-09 00:00:00|266139|2014-09-09 00:00:00|1
My Mother's Future Husband|Bridgestone Group||Out|2.0|LBX, 16:9|19.98|NR|2014|Family|1.78:1|095163886530|2014-09-09 00:00:00|267145|2014-09-09 00:00:00|1
Napoleon Dynamite (2004) / Gentlemen Broncos / The 41-Year-Old Virgin Who Knocked Up Sarah Marshall And Felt Superbad About It|Fox||Out|VAR|LBX, 16:9|22.98|VAR|VAR|Comedy|1.85:1|024543821069|2012-07-31 00:00:00|228503|2014-09-09 00:00:00|1
Napoleon Dynamite (2004) / Revenge Of The Nerds|Fox||Out|SUR|LBX, 16:9|14.98|VAR|VAR|Comedy|1.85:1|024543676904|2010-08-03 00:00:00|182559|2014-09-09 00:00:00|1
Napoleon Dynamite (2004/ Blu-ray)|Fox||Discontinued|5.1 DTS-HD|LBX, 16:9, BLU-RAY|16.99|PG|2004|Comedy|1.85:1|024543563594|2009-02-03 00:00:00|148399|2014-09-09 00:00:00|1
Napoleon Dynamite (2004/ Collector's Edition/ 2-Disc)|Fox||Discontinued|5.1|LBX, 16:9|26.98|PG|2004|Comedy|1.85:1|024543240433|2006-05-16 00:00:00|81165|2014-09-09 00:00:00|1
Napoleon Dynamite (2004/ Collector's Edition/ 2-Disc/ Flippin' Sweet Collector's Set w/ 2 Head Knockers w/ iPod Nano Skins)|Fox||Out|5.1|LBX, 16:9|49.98|PG|2004|Comedy|1.85:1|024543242826|2007-07-10 00:00:00|114759|2014-09-09 00:00:00|1
Napoleon Dynamite (2004/ DVD & Blu-ray Combo)|Fox||Discontinued|5.1 DTS-HD|LBX, 16:9, BLU-RAY|19.99|PG|2004|Comedy|1.85:1|024543671879|2010-04-06 00:00:00|179519|2014-09-09 00:00:00|1
Napoleon Dynamite (2004/ Rental Ready)|Fox||Discontinued|SUR|LBX, 16:9|29.98|PG|2004|Comedy|1.85:1|024543143994|2004-12-21 00:00:00|174510|2014-09-09 00:00:00|1
Napoleon Dynamite (2004/ Special Edition w/ Digital Copy)|Fox||Discontinued|SUR|LBX, 16:9|14.98|PG|2004|Comedy|1.85:1|024543534839|2008-09-23 00:00:00|140368|2014-09-09 00:00:00|1
Napoleon Dynamite (2004/ Special Edition)|Fox||Discontinued|SUR|LBX, 16:9|14.98|PG|2004|Comedy|1.85:1|024543143925|2004-12-21 00:00:00|51791|2014-09-09 00:00:00|1
Napoleon Dynamite (2004/ Special Edition) / Girl Next Door (2004/ Special Edition/ R-Rated Version) (Back-To-Back)|Fox||Discontinued|VAR|4:3 P&S, LBX, 16:9|34.98|VAR|VAR|Comedy|1.85:1|024543194859|2005-06-28 00:00:00|64599|2014-09-09 00:00:00|1
Napoleon Dynamite (2004/ Special Edition) / Girl Next Door (2004/ Special Edition/ R-Rated Version) (Side-By-Side)|Fox||Discontinued|VAR|4:3 P&S, LBX, 16:9|34.98|VAR|VAR|Comedy|1.85:1|024543194804|2005-06-28 00:00:00|64602|2014-09-09 00:00:00|1
Napoleon Dynamite (2004/ UMD)|Fox||Discontinued|SUR|LBX, 16:9, UMD|29.98|PG|2004|Comedy|1.85:1|024543197386|2005-07-05 00:00:00|65223|2014-09-09 00:00:00|1
Napoleon Dynamite (2012): The Complete Animated Series|Olive Films|2014-11-04 00:00:00|Pending|2.0|LBX, 16:9|29.95|NR|2012|TV Classics|1.78:1|887090085304|2014-11-04 00:00:00|269651|2014-09-09 00:00:00|0
National Geographic: How To Survive The End Of The World|National Geographic Video||Out|2.0|LBX, 16:9|29.93|NR|2013|Documentary|1.78:1|727994932789|2014-09-09 00:00:00|266511|2014-09-09 00:00:00|1
Nebraska (Warner Brothers)|Warner Brothers||Out|3.0|LBX, 16:9|14.97|R|2013|Action/Adventure|2.35:1|883929428304|2014-09-09 00:00:00|265436|2014-09-09 00:00:00|1
Nebraska (Warner Brothers/ Blu-ray)|Warner Brothers||Out|3.0 DTS-HD|LBX, 16:9, BLU-RAY|19.98|R|2013|Action/Adventure|2.35:1|883929428243|2014-09-09 00:00:00|265475|2014-09-09 00:00:00|1
NIST / EPA / NIH Mass Spectral Library 2014 Upgrade (DVD-ROM/ Alternate ISBN)|John Wiley & Sons||Out|2.0|4:3|2495|NR|2014|Special Interest|1.33:1|9781118980897|2014-09-09 00:00:00|265497|2014-09-09 00:00:00|1
Nostril Picker|Massacre Video|2014-10-14 00:00:00|Pending|2.0|4:3|19.98|NR|1993|Horror|1.33:1|663390000434|2014-10-14 00:00:00|269677|2014-09-09 00:00:00|0
Oedipus Rex (1967/ Alternate UPC)|Water Bearer Films||Out|SUB|LBX|24.95|NR|1967|Foreign|1.85:1|759259143029|2003-03-18 00:00:00|269643|2014-09-09 00:00:00|0
Operation Maneater|PBS||Out|2.0|LBX, 16:9|24.99|NR|2014|Documentary|1.78:1|841887021531|2014-09-09 00:00:00|266206|2014-09-09 00:00:00|1
Palo Alto (2013)|Phase 4 Films||Out|5.1|LBX, 16:9|19.99|R|2013|Drama|1.85:1|625828634949|2014-09-09 00:00:00|267030|2014-09-09 00:00:00|1
Paradise (2012): Season 1|BBC Home Video||Out|5.1|LBX, 16:9|39.98|NR|2012|TV Classics|1.78:1|883929336500|2013-11-12 00:00:00|250668|2014-09-09 00:00:00|1
Paradise (2012): Season 1 (Blu-ray)|BBC Home Video||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|44.98|NR|2012|TV Classics|1.78:1|883929370351|2013-11-12 00:00:00|250656|2014-09-09 00:00:00|1
Paradise (2013): Season 2|BBC Home Video|2014-11-18 00:00:00|Pending|5.1|LBX, 16:9|39.98|NR|2013|TV Classics|1.78:1|883929447725|2014-11-18 00:00:00|269689|2014-09-09 00:00:00|0
Paradise (2013): Season 2 (Blu-ray)|BBC Home Video|2014-11-18 00:00:00|Pending|5.1 DTS-HD|LBX, 16:9, BLU-RAY|44.98|NR|2013|TV Classics|1.78:1|883929447718|2014-11-18 00:00:00|269673|2014-09-09 00:00:00|0
Paranormal Prisons: Portal To Hell On Earth|Reality Entertainment||Out|2.0|LBX, 16:9|19.98|NR|UNK|Special Interest|1.78:1|887936794254|2014-09-09 00:00:00|267459|2014-09-09 00:00:00|1
Pee Wee Bluesgang: Live At Rockpalast|Sireena Record||Out|2.0|4:3|18.95|NR|UNK|Music|1.33:1|4260182985021|2014-09-09 00:00:00|267547|2014-09-09 00:00:00|1
Peekarama: Cry For Cindy / Touch Me / Act Of Confession|Vinegar Syndrome||Out|1.0|LBX, 16:9|22.98|UR|VAR|Late Night|1.85:1|855011004529|2014-09-09 00:00:00|268440|2014-09-09 00:00:00|1
Peekarama: Mai Lin Vs. Serena / Oriental Hawaii|Vinegar Syndrome||Out|2.0|LBX, 16:9|19.98|UR|1982|Late Night|1.85:1|855011004543|2014-09-09 00:00:00|268441|2014-09-09 00:00:00|1
Peg+Cat [Peg + Cat]: The Chicken Problems & Other Really Big Problems|PBS||Out|2.0|LBX, 16:9|12.99|NR|2013|Animation|1.78:1|841887021296|2014-09-09 00:00:00|263075|2014-09-09 00:00:00|1
Perry Mason Double Feature: The Case Of The Fatal Framing / The Case Of The Reckless Romeo|Paramount|2014-12-02 00:00:00|Pending|2.0|4:3|16.99|NR|1992|Mystery/Suspense|1.33:1|032429152008|2014-12-02 00:00:00|269674|2014-09-09 00:00:00|0
Perry Mason Double Feature: The Case Of The Glass Coffin / The Case Of The Fatal Fashion|Paramount|2014-12-02 00:00:00|Pending|2.0|4:3|16.99|NR|1991|Mystery/Suspense|1.33:1|032429151995|2014-12-02 00:00:00|269705|2014-09-09 00:00:00|0
Perry Mason Double Feature: The Case Of The Heartbroken Bride / The Case Of The Skin Deep Scandal|Paramount|2014-12-02 00:00:00|Pending|2.0|4:3|16.99|NR|VAR|Mystery/Suspense|1.33:1|032429152015|2014-12-02 00:00:00|269638|2014-09-09 00:00:00|0
Perry Mason: The Case Of The Lady In The Lake / The Case Of The Lethal Lesson|Paramount||Out|2.0|4:3|16.99|NR|VAR|Drama|1.33:1|032429149589|2014-09-09 00:00:00|266234|2014-09-09 00:00:00|1
Perry Mason: The Case Of The Musical Murder / The Case Of The All-Star Assassin|Paramount||Out|2.0|4:3|16.99|NR|1989|Drama|1.33:1|032429149596|2014-09-09 00:00:00|266113|2014-09-09 00:00:00|1
Perry Mason: The Case Of The Scandalous Scoundrel / The Case Of The Avenging Ace|Paramount||Out|2.0|4:3|16.99|NR|VAR|Drama|1.33:1|032429149602|2014-09-09 00:00:00|266103|2014-09-09 00:00:00|1
